abstract 简报,title 标题,keywords 关键词,read_count 阅读量,share_count 分享数量,ban_comment 可评论,publish_time 推送时间,share_url url 链接,user_info_name 用户名,user_id 用户 id,description 用户描述,user_verified 官方账号,time 抓取时间,category 频道
京津冀协同发展战略自2014年开始实施，已经5年了。京津冀三地发生了哪些变化？未来又会给大家带来怎样的惊喜？1月16日至18日，习近平在京津冀考察调研透露了京津冀协同发展重要信号。让我们跟随“习近平的足迹”一探究竟。,习近平的足迹丨京津冀联手共绘新蓝图,"京津冀,李永升,习近平,中国新华新闻电视网,足迹",184906,1055,0,2019-01-21 20:09:33,http://m.toutiao.com/group/6648921074199167495/?iid=1234876543&app=news_article&is_hit_share_recommend=0,新华社客户端,3564799576,新华社客户端依托国家通讯社遍布全球的新闻信息采集网络，全天候发布一手新闻资讯。,True,2019-01-22 17:59:50,selected
女子因网恋未婚生子，男子造举报重婚入狱，出狱后争夺抚养权    女子网恋已婚男怀孕产子，抱着孩上门讨抚养费，男子：结婚证呢     未婚女子网恋已婚男，当第三者还怀孕产子，执迷不悟还自称是爱情    第三者抱孩上门讨说法：50万解决问题，男子怒怼：你生孩就想要钱,女子网恋已婚男怀孕产子，抱着孩上门讨抚养费，男子：结婚证呢,"怀孕,产子,第三者,结婚证,争夺抚养权",650246,3094,0,2019-01-15 18:36:44,http://m.toutiao.com/a6646670644991754760/?iid=1234876543&app=news_article&is_hit_share_recommend=0,金牌百姓调解,108629676353,百姓调解情感调解节目,False,2019-01-22 17:59:50,selected
修车两年未取被转卖后续：店主和车主矛盾再升级，京牌能否要回？,修车两年未取被转卖后续：店主和车主矛盾再升级，京牌能否要回？,店主,75563,60,0,2019-01-15 21:31:46,http://m.toutiao.com/a6646715751816233486/?iid=1234876543&app=news_article&is_hit_share_recommend=0,河北广播电视台,3744343345,好听，好看，好精彩！,True,2019-01-22 17:59:50,selected
传销组织跟警察斗智斗勇，五名A级头目终落网南昌，天网恢恢！,传销组织大清查，300名警察出动，共逮捕多位A级“老总”,"300,南昌,终落网,警察",139375,1890,0,2018-11-22 19:57:48,http://m.toutiao.com/a6626652936543928840/?iid=1234876543&app=news_article&is_hit_share_recommend=0,南昌广播电视台,5784587666,南昌广播电视台成立于2012年5月，由南昌人民广播电台和南昌电视台合并并组建而成。,True,2019-01-22 17:59:50,selected
鸡蛋皮拌菠菜，凉拌菜，烹饪技巧，食谱教程，菜谱，美食，家常菜。,厨师长把鸡蛋和菠菜拌在一起，味道特别鲜美，真正家常凉拌菜,"家常菜,鸡蛋,拌菠菜,厨师长,凉拌菜",694652,19060,0,2018-11-04 09:56:30,http://m.toutiao.com/a6619818450070012429/?iid=1234876543&app=news_article&is_hit_share_recommend=0,第一美食,4243502186,第一美食阿飞：简单粗暴的美食教学，每天都有几道菜供您参考。,True,2019-01-22 17:59:50,selected
盐城：三轮车落水 一人身亡zyf,盐城三轮摩托车落水，驾驶员溺水身亡，事故原因正在调查,"盐城,摩托车",27362,293,0,2019-01-21 12:49:52,http://m.toutiao.com/group/6648776211671548419/?iid=1234876543&app=news_article&is_hit_share_recommend=0,荔枝新闻,6976474883,第一时间关注江苏新闻现场，揭秘江苏卫视台前幕后。,True,2019-01-22 17:59:50,selected
民间流传着不少纵欲过度会“精尽人亡”的说法，到底男人体内的精子是否真的有限呢?其实，无论“精尽人亡”会否发生，纵欲过度本来就是一种自残行为，不要贪图一时的爽快就纵情欢乐，不然只会给自己留下健康的祸根。,男性房事过频有损身体健康？那么，多久一次才算合理呢？,,5206964,85032,0,2018-12-17 10:18:49,http://m.toutiao.com/a6635780864707920397/?iid=1234876543&app=news_article&is_hit_share_recommend=0,橙果医生,4590950031,橙果医生，让我们来告诉您健康该如何来进行科学管理！,True,2019-01-22 17:59:50,selected
枸杞，一种被誉为“中年养生佳品”的网红食品，从干嚼着吃到保温杯泡水饮用。枸杞是一种老少皆宜的小巧零食；正因为如此，关于枸杞存在多种说法，特别是在研究它的功效方面。,每天喝点枸杞茶对身体有何好处？坚持一段时间身体会发生什么变化,"枸杞,类胡萝卜素,吃枸杞,枸杞茶",1128,15,0,2019-01-22 15:12:11,http://m.toutiao.com/a6648955094920331789/?iid=1234876543&app=news_article&is_hit_share_recommend=0,健康养生大学堂,50857902315,阳光健康学堂之健康养生学堂，更新健康科普知识。,True,2019-01-22 17:59:50,selected
黄豆芽炒粉条，厨师长，菜谱，美食，农家菜，烹饪技巧，食谱教程。,厨师长分享“黄豆芽炒粉条”，地道的农家菜，好吃不贵接地气,"农家,黄豆芽,黄豆芽炒粉条,厨师长,炒粉条",424389,7506,0,2018-11-03 16:20:32,http://m.toutiao.com/a6619546328110219780/?iid=1234876543&app=news_article&is_hit_share_recommend=0,第一美食,4243502186,第一美食阿飞：简单粗暴的美食教学，每天都有几道菜供您参考。,True,2019-01-22 17:59:50,selected
,42岁男子娶19岁姑娘为妻，20年后妻子出走，现女儿重病要妈妈,"小盼杰,韩坤良,石家庄,再生障碍性贫血,寻人启事",6773,3,0,2019-01-22 16:04:57,http://m.toutiao.com/a6649229125976326659/?iid=1234876543&app=news_article&is_hit_share_recommend=0,大河乡土,7017965103,以摄影图片展示乡土风情，讲述百姓故事，留驻故土记忆和乡愁。,True,2019-01-22 17:59:50,selected
我们在以习近平同志为核心的党中央坚强领导下，牢固树立“四个意识”，不断增强“四个自信”，坚定落实“两个维护”。,甘肃省委书记林铎给人民网网友拜年,"甘肃省委,甘肃,三大攻坚战,习近平,网民朋友",29194,153,0,2019-01-22 15:31:35,http://m.toutiao.com/group/6649220528668148231/?iid=1234876543&app=news_article&is_hit_share_recommend=0,人民网,50502346173,人民网官方头条号:权威、实力，源自人民,True,2019-01-22 17:59:50,selected
据中国养猪网猪价系统监测全国外三元均价为12.03元/公斤，较昨日下跌0.29元/公斤，较上周下跌1.34元/公斤，涨幅维持在0.01-0.16元/公斤，跌幅维持在0.02-0.77元/公斤。,今日猪价——2019年1月22日最新生猪价格报价,"猪价,养猪,猪价系统,生猪价格呈现,生猪价格",8615,4,0,2019-01-22 09:06:50,http://m.toutiao.com/a6649121381214585347/?iid=1234876543&app=news_article&is_hit_share_recommend=0,中国养猪网,4303205581,中国养猪网是知名养猪行业门户网站.,False,2019-01-22 17:59:50,selected
年关将至，随着一个又一个外出“闯世界”的年轻人归来，岷县大山深处的秦许乡大族沟村人气渐渐旺了，也热闹了起来。,俩亲家拒彩礼记,"甘肃,亲家,彩礼,老康,媒人",6382,8,0,2019-01-22 13:45:36,http://m.toutiao.com/group/6649193217965163021/?iid=1234876543&app=news_article&is_hit_share_recommend=0,每日甘肃网,4389863571,全国重点新闻网站，甘肃第一网络媒体。,True,2019-01-22 17:59:50,selected
沙特联军遭到胡赛伏击，分队一秒内被全歼！,沙特联军遭到胡赛伏击，分队一秒内被全歼！视频记录作战全过程,"胡赛,联军,分队,视频",1956947,1524,0,2018-11-26 04:19:00,http://m.toutiao.com/a6627802565624988163/?iid=1234876543&app=news_article&is_hit_share_recommend=0,环球要闻博览,96455432163,国内外社会事件新闻、视频节目,True,2019-01-22 17:59:50,selected
天冷了，娟子教你做白菜猪肉炖粉条，吃了心里暖暖的，上桌连汤汁都不剩，喜欢的话你也可以试一下,天冷了，娟子教你做白菜猪肉炖粉条，暖身暖胃，上桌连汤汁都不剩,"娟子,粉条,上桌,白菜,暖胃",590495,19702,0,2018-11-08 19:14:08,http://m.toutiao.com/a6621446489686163982/?iid=1234876543&app=news_article&is_hit_share_recommend=0,娟子美食,81281382754,真实的河南农村生活，美食，美景,True,2019-01-22 17:59:50,selected
1碗面粉，2个鸡蛋，教你做北方过年必备的小零食，手工炸麻花，嘎嘣脆的麻花能吃半个月，学会过年不用买了，喜欢的话记得收藏哦！,1碗面粉，2个鸡蛋，炸了两锅小麻花，香甜酥脆，学会过年不用买了,"鸡蛋,麻花,面粉",23502,773,0,2019-01-21 22:13:40,http://m.toutiao.com/a6648953058422161928/?iid=1234876543&app=news_article&is_hit_share_recommend=0,娟子美食,81281382754,真实的河南农村生活，美食，美景,True,2019-01-22 17:59:50,selected
栈桥故事会：《诛心劫》（上）03,“女间谍”动了真情，痴情男来者不拒准备离婚,"女间谍,故事会,诛心劫",24074,8,0,2018-11-24 11:48:17,http://m.toutiao.com/a6622825327146041864/?iid=1234876543&app=news_article&is_hit_share_recommend=0,蓝睛,52695938217,青岛市广播电视台的官方融媒体（视音频新闻首发）发布平台。,True,2019-01-22 17:59:50,selected
2019年1月21日，省部级主要领导干部坚持底线思维着力防范化解重大风险专题研讨班在中央党校开班。	习近平在讲话中提到“需要有充沛顽强的斗争精神”、“既要打好防范和抵御风险的有准备之战，也要打好化险为夷、转危为机的战略主动战”，并作出一系列部署。,如何打好防范化解重大风险之战，习近平这样部署,"防范化解,习近平,领导干部,省部级,斗争精神",172465,907,0,2019-01-22 16:23:34,http://m.toutiao.com/a6649233923232498180/?iid=1234876543&app=news_article&is_hit_share_recommend=0,央视网新闻,50025817786,央视网原创内容，包含热点解析，精彩图片，说新闻等。,True,2019-01-22 17:59:54,selected
京津冀协同发展战略自2014年开始实施，已经5年了。京津冀三地发生了哪些变化？未来又会给大家带来怎样的惊喜？1月16日至18日，习近平在京津冀考察调研透露了京津冀协同发展重要信号。让我们跟随“习近平的足迹”一探究竟。,习近平的足迹丨京津冀联手共绘新蓝图,"京津冀,李永升,习近平,中国新华新闻电视网,足迹",184906,1055,0,2019-01-21 20:09:33,http://m.toutiao.com/group/6648921074199167495/?iid=1234876543&app=news_article&is_hit_share_recommend=0,新华社客户端,3564799576,新华社客户端依托国家通讯社遍布全球的新闻信息采集网络，全天候发布一手新闻资讯。,True,2019-01-22 17:59:54,selected
两个孩子他爸 不幸遇害 妻子泣不成声 女儿的一句话 妻子却被抓,丈夫遭人锤杀 警方介入调查 女儿无意中的话 将妻子送入监狱,,135,0,0,2019-01-22 16:54:26,http://m.toutiao.com/a6649180681416999431/?iid=1234876543&app=news_article&is_hit_share_recommend=0,青海电视台经视法案,101244686058,青海省第一档电视法制类专栏节目。,True,2019-01-22 17:59:54,selected
最近流感高发，希望每个看完这篇文章的人，都能认识道“流感不是普通感冒”，但愿这样的悲剧不再发生。13天前，流感被错误当成“受凉”抢救室里，她的生命体征在逐渐消失。,从发热到死亡仅13天！医生：这个悲剧为所有人敲响警钟！,"输液,咳痰,疫苗,流感,患者",376,7,0,2019-01-22 17:16:43,http://m.toutiao.com/group/6649247622072631822/?iid=1234876543&app=news_article&is_hit_share_recommend=0,成都晚报,5950542483,1956年创刊，西部最具影响力媒体之一。知成都，观天下。,True,2019-01-22 17:59:54,selected
八妹特地请来杭州交警帮大家弄清楚“副页”的那些事。档案编号通常是12位数字连成的串码，其中前2位为该驾驶证的省份代码；第3~4位为该驾驶证的地市代码；后8位为该驾驶证的顺序编号，由各地车管所自行划分号段。,全国交警提醒：这张纸不能丢，否则驾照无效！,"档案编号,驾驶证,考试,车管所,实习期",418,1,0,2019-01-22 16:59:36,http://m.toutiao.com/a6649243210579182093/?iid=1234876543&app=news_article&article_category=automobile&is_hit_share_recommend=0,山东高速交警沂源大队,6009838668,山东高速交警二支队沂源大队官方信息发布平台,True,2019-01-22 17:59:54,selected
0122有一头条粉丝合影,央视文联春晚，人民大会堂惊现一场闹剧！,"人民大会堂,文联,春晚",443,0,0,2019-01-22 17:14:42,http://m.toutiao.com/a6649247101039411715/?iid=1234876543&app=news_article&is_hit_share_recommend=0,橙色影视,54002080772,橙色影视快乐的味道，传播娱乐、生活、趣闻、情感短视频,False,2019-01-22 17:59:54,selected
Hi~大家好，这个蠢萌蠢萌的小家伙就是火箭军本军犬宝宝啦！因为一出生全身毛发黝黑，我的“爸爸”就给我取名“小黑”。从军犬萌宝宝变成一名训练有素、勇猛无敌的军犬，经历了怎样的过程呢？快来看小黑的成长日记吧！,军犬宝宝“小黑”的成长日记,"军犬,小黑",278830,2016,0,2018-10-31 18:25:25,http://m.toutiao.com/a6618465256727380484/?iid=1234876543&app=news_article&is_hit_share_recommend=0,央视军事,51154168122,中央电视台军事节目中心官方发布平台,True,2019-01-22 17:59:54,selected
因为我们也都是会知道这些色盲朋友在路面上行驶或者是开车各个方面，如果看到红绿灯的话根本分不清楚。但是如果这些人他们想要去考驾照的话，根本都是通不过的，毕竟在路面上有很多的红绿灯，自己在开车，连红绿灯都看不清，怎么让自己的生命有一定的保障呢。,想去考驾照？如果看不出这4张“色盲色测试图”，说明和开车无缘,"色盲测试,大熊猫,考驾照,测试图,色盲测试图",24103,31,0,2019-01-22 14:56:27,http://m.toutiao.com/group/6649211476391232013/?iid=1234876543&app=news_article&article_category=automobile&is_hit_share_recommend=0,摩托车之家,6306166476,摩托车之家官方号，看车、用车、玩车，精准车资讯分享，欢迎关注,True,2019-01-22 17:59:54,selected
凤凰传奇合作十年为何始终没有在一起？,凤凰传奇合作十年为何没有在一起？玲花说都是因为曾毅太“抠门”,"曾毅太,玲花,凤凰传奇",160566,93,0,2019-01-21 17:21:27,http://m.toutiao.com/a6648877757268754952/?iid=1234876543&app=news_article&is_hit_share_recommend=0,安徽卫视非常静距离,98863602677,安徽卫视打造的金牌娱乐访谈节目,True,2019-01-22 17:59:54,selected
都市爱情精品剧《遇见王沥川》，深爱难得，为爱落泪！,都市爱情精品剧《遇见王沥川》09,遇见王沥川,1,0,0,2019-01-22 17:23:32,http://m.toutiao.com/a6649035651289186820/?iid=1234876543&app=news_article&is_hit_share_recommend=0,海豚资讯,101820603319,安徽卫视新媒体官方账号,True,2019-01-22 17:59:54,selected
在上午10点左右路经美丽华商场时，被一扇突然从酒店高处坠下的玻璃窗击中，头部受重创倒地昏迷，随后被送医院抢救。,24岁佛山女游客在香港被高空飞坠铝窗击中！警方拘清洁工……,"简易程序治罪条例,急症室,佛山,美丽华,警方,美丽华酒店",19498,167,0,2019-01-22 12:50:28,http://m.toutiao.com/a6649179007394775559/?iid=1234876543&app=news_article&is_hit_share_recommend=0,畅驾佛山,50657998137,佛山电台FM92.4官方客户端——畅驾,False,2019-01-22 17:59:54,selected
1月21日迎来2019年第一个月圆之夜，新年首次“超级月亮”现身天宇。巧合的是，当日还发生一场“月全食”奇观。因此，这一天的月亮也被称为“超级红月亮”。1月20日在美国洛杉矶拍摄的“超级红月亮”。新华社记者 李颖 摄1月21日在美国首都华盛顿拍摄的“超级红月亮”。,“超级月亮”正赶往中国，马上就到！,"超级月亮,新华社记者,记者,超级红月亮,月全食",49198,90,0,2019-01-22 08:57:32,http://m.toutiao.com/group/6649118984085979662/?iid=1234876543&app=news_article&is_hit_share_recommend=0,闪电新闻,51050126444,闪电新闻，先声夺人。山东广播电视台倾力打造的融媒体客户端。,True,2019-01-22 17:59:54,selected
厦门一小伙连续熬夜后，竟然长出了“尾巴”，着实让身边人吓一跳。连续熬夜，厦门一大学生骶尾部长“毛”和很多年轻人一样，22岁的在校大学生小陈也喜欢熬夜，谁知道因为熬夜开始了一场噩梦。,吓人！大学生连续熬夜 臀部开口有4厘米深 长出“毛尾巴”,"熬夜,藏毛窦,大学生,臀部,骶尾部臀裂处",19,0,0,2019-01-22 15:53:37,http://m.toutiao.com/a6649226133449474574/?iid=1234876543&app=news_article&is_hit_share_recommend=0,江西都市现场,6256850728,江西广播电视台都市频道都市现场头条号,True,2019-01-22 17:59:54,selected
即日起，省市场监督管理局、省公安厅、省民政厅等13个部门将在全省范围内集中开展为期100天的联合整治“保健”市场乱象百日行动，重点对容易发生“保健”市场推销活动的社区、公园等人员密集场所进行检查，并对假借健康讲座、专家义诊、免费检查等形式，向老年、病弱等特定消费群体作虚假或者引人,陕西省多部门联合开展调查整治“保健”市场乱象百日行动,"保健,陕西省,互联网,保健食品,治愈率",56,2,0,2019-01-22 14:42:14,http://m.toutiao.com/a6649207812037542404/?iid=1234876543&app=news_article&is_hit_share_recommend=0,陕西1频道,6973812638,陕西1频道官方头条账号，绕不开的此地人，此地事~,True,2019-01-22 17:59:54,selected
,这是我见过的最佛系的受害者！自己选的走位，哭死也要走完,,543464,1220,0,2018-11-20 12:02:21,http://m.toutiao.com/group/6625788244141277704/?iid=1234876543&app=news_article&is_hit_share_recommend=0,芒果TV,3242857696,湖南广电旗下唯一视频网站，最全最新芒果快乐独家送达。芒果TV，看见好时光！,True,2019-01-22 17:59:54,selected
当初装修房子的时候正好看到了邻居家的师傅在贴瓷砖，发现下面留空了一排空间。师傅说随着施工技术的不断改善，现在越来越多人卫生间贴瓷砖的时候都喜欢采用墙砖压地砖施工工艺。,卫生间贴瓷砖师傅留空一排，开始认为是偷工，问完马上买包烟,"瓷砖,贴墙砖,贴瓷砖,卫生间,墙面砖",90876,107,0,2019-01-22 09:00:53,http://m.toutiao.com/group/6649119847093371400/?iid=1234876543&app=news_article&is_hit_share_recommend=0,房天下资讯,3365711366,房天下提供行业动态、房产资讯，为您开启一站式购房服务！,False,2019-01-22 17:59:54,selected
妹妹发现姐姐身上有针眼，姐姐解释说是注射，调查竟发现她在卖卵,妹妹发现姐姐身上有针眼，姐姐解释说是注射，调查竟发现她在卖卵,"姐姐,针眼,妹妹",201748,1059,0,2019-01-21 14:25:50,http://m.toutiao.com/a6648832501491958280/?iid=1234876543&app=news_article&is_hit_share_recommend=0,辣TV,6393441448,辣TV，给生活加点料。,True,2019-01-22 17:59:54,selected
熊孩子不停的挑衅大公鸡，最后大公鸡一记反击真是大快人心！,熊孩子不停的挑衅大公鸡，大公鸡一个反击：让你见识一下我的厉害,"大公鸡,熊孩子",621423,807,0,2018-11-21 17:23:06,http://m.toutiao.com/a6626241986871443982/?iid=1234876543&app=news_article&is_hit_share_recommend=0,乌龟动物,67399130366,专注动物领域，分享最有趣的动物原创视频！,False,2019-01-22 17:59:54,selected
2019年1月21日，省部级主要领导干部坚持底线思维着力防范化解重大风险专题研讨班在中央党校开班。	习近平在讲话中提到“需要有充沛顽强的斗争精神”、“既要打好防范和抵御风险的有准备之战，也要打好化险为夷、转危为机的战略主动战”，并作出一系列部署。,如何打好防范化解重大风险之战，习近平这样部署,"斗争精神,防范化解,习近平,领导干部,省部级",174558,913,0,2019-01-22 16:23:34,http://m.toutiao.com/a6649233923232498180/?iid=1234876543&app=news_article&is_hit_share_recommend=0,央视网新闻,50025817786,央视网原创内容，包含热点解析，精彩图片，说新闻等。,True,2019-01-22 17:59:57,selected
京津冀协同发展战略自2014年开始实施，已经5年了。京津冀三地发生了哪些变化？未来又会给大家带来怎样的惊喜？1月16日至18日，习近平在京津冀考察调研透露了京津冀协同发展重要信号。让我们跟随“习近平的足迹”一探究竟。,习近平的足迹丨京津冀联手共绘新蓝图,"李永升,习近平,中国新华新闻电视网,足迹,京津冀",184906,1055,0,2019-01-21 20:09:33,http://m.toutiao.com/group/6648921074199167495/?iid=1234876543&app=news_article&is_hit_share_recommend=0,新华社客户端,3564799576,新华社客户端依托国家通讯社遍布全球的新闻信息采集网络，全天候发布一手新闻资讯。,True,2019-01-22 17:59:57,selected
排骨最新吃法，比糖醋排骨简单，比红烧的更美味，看着就特别解馋，鲜香爽口，喜欢就赶紧去试试吧，农业，农村，农民，川菜，美食,排骨不要只会红烧了，这样做不炸，不烧，不蒸，非常香还特别解馋,"川菜,农业,糖醋排骨,排骨,农村",89003,674,0,2019-01-09 15:03:53,http://m.toutiao.com/a6644134980513432077/?iid=1234876543&app=news_article&is_hit_share_recommend=0,最美家常菜,87797067085,家的味道就是简单的家常菜，让家人天天爱上回家吃饭,True,2019-01-22 17:59:57,selected
替大家整理了一份小攻略：①快递：暂时不接腊肉香肠快递业务；②机场：坐飞机仍可带香肠腊肉；③铁路：可带腊肉香肠坐火车；④高速。,腊肉香肠可不可以携带、邮寄到外地？答案来了！,"腊肉香肠,香肠,腊肉,猪肉",6422,21,0,2019-01-22 09:36:22,http://m.toutiao.com/group/6649128991628198407/?iid=1234876543&app=news_article&is_hit_share_recommend=0,光明网,5806115967,光明网是思想理论文化领域的中央重点新闻网站，媒体融合与创新的引领者。,True,2019-01-22 17:59:57,selected
2018年6月，伙同他人以开通证券新三板账户，需要垫资为名，骗取杭州卓越风云实业有限公司垫资款107万元，随后潜逃。,北京站春运首日 一网逃被抓获,"北京站,杭州,吉林省,伙同他人",135223,54,0,2019-01-21 19:23:56,http://m.toutiao.com/group/6648909317724439047/?iid=1234876543&app=news_article&is_hit_share_recommend=0,北青网,52255723016,北京青年报-北青网，国内具有影响力的综合性新闻门户网站。,True,2019-01-22 17:59:57,selected
金庸塑造了许多英雄人物，他们大多身世坎坷，或者命运多舛，总是在历经磨难之后奋发图强，最后逆袭成为一个名动天下的江湖豪杰。,他是金庸笔下逼格最高的男子，一世深情只给一个人,"冯蘅,黑风双煞,梅超风,射雕英雄传,周伯通,黄药师,曲灵风,九阴真经",209421,597,0,2019-01-06 21:14:00,http://m.toutiao.com/a6642908505772655117/?iid=1234876543&app=news_article&is_hit_share_recommend=0,男神女神深度八卦,77994116910,男神女神背后的故事，我来讲给你们听,True,2019-01-22 17:59:57,selected
近日，民警在化工路上拦截下了一辆面包车。这辆车号牌的尾端套着一只手套，将号牌尾号遮了起来。,为躲限行给车牌“戴手套” 客车载货忽视安全,"司机,车牌",0,0,0,2019-01-22 17:43:24,http://m.toutiao.com/a6649254498323661316/?iid=1234876543&app=news_article&is_hit_share_recommend=0,BTV新闻,5577050366,四九城消息包打听，北京大小新鲜事儿，听我到来！突发新闻、重大民生政策，看我呈现！,True,2019-01-22 17:59:57,selected
1月21日上午，海南省六届人大常委会第九次会议决定免去吕勇的海南省商务厅厅长职务，决定任命陈希为海南省商务厅厅长。,在上海工作20年，陈希成海南最年轻厅长,"海南,自由贸易试验区,海南省,陈希,上海市浦东新区",6826,15,0,2019-01-22 16:46:50,http://m.toutiao.com/a6649239918155399694/?iid=1234876543&app=news_article&is_hit_share_recommend=0,新京报政事儿,4644596221,新京报时政新闻部出品，聚焦大时政背后的小细节，解读时事现象背后的逻辑。,True,2019-01-22 17:59:57,selected
安徽大雾天气地面结冰，大桥上20多辆车相撞，数辆车燃起熊熊大火zr,安徽一大桥上20多辆车相撞，多辆车燃起熊熊大火，现场惨不忍睹,"大桥上,安徽,熊熊大火",319508,784,0,2019-01-16 16:39:54,http://m.toutiao.com/a6647011621451334157/?iid=1234876543&app=news_article&is_hit_share_recommend=0,冰视频,83818541082,资讯短视频与新闻时评的媒体开放平台,True,2019-01-22 17:59:57,selected
演员胡军做客头条娱乐，在看似冷峻的外表下，他却有着超乎常人的温情和暖意。面对服装，他可以细腻地当起“裁缝”，面对家人，他可以温柔像一只“绵羊”，作为一个有丰富表演经验的演员，胡军坦言话剧舞台是自己从未放弃的初心。,专访胡军丨真硬汉有才华 28年后再演哈姆雷特 揭秘家庭幸福秘诀,"胡军,哈姆雷特,演员,硬汉",185613,484,0,2018-11-12 20:27:05,http://m.toutiao.com/a6622949630487314947/?iid=1234876543&app=news_article&is_hit_share_recommend=0,头条娱乐,50266509125,有趣又严肃，娱乐有态度。,True,2019-01-22 17:59:57,selected
东吴探店：红烧猪脚，卤猪脚，红烧猪蹄，猪蹄，卤肉，小吃，探店。,最任性餐馆，只有5道菜，不能点餐，吃什么店家定，顾客天天爆满,"红烧猪脚,道菜,店家,卤猪脚,餐馆",231941,512,0,2019-01-15 22:15:27,http://m.toutiao.com/a6646727008539640323/?iid=1234876543&app=news_article&is_hit_share_recommend=0,东吴,57901426685,只为美食较真，天天更新的原创美食视频！,True,2019-01-22 17:59:57,selected
十男生地铁上当众脱裤，众大妈一脸懵圈！你们这是闹哪出？,十男生地铁上当众脱裤，众大妈一脸懵圈！你们这是闹哪出？,"大妈,男生,地铁,懵圈",171316,482,0,2019-01-21 20:15:28,http://m.toutiao.com/a6648922597964644872/?iid=1234876543&app=news_article&is_hit_share_recommend=0,微观视讯,100042312698,有热度、深度的新闻故事,True,2019-01-22 17:59:57,selected
厨师长教你做白菜粉条肉，吃米饭有这一个菜就够了，越吃越想吃,这样做的白菜粉条肉太好吃了，肉香四溢，全家超喜欢,"肉香,白菜,粉条",106011,1402,0,2018-12-03 19:08:33,http://m.toutiao.com/a6630722179543597576/?iid=1234876543&app=news_article&is_hit_share_recommend=0,乐酷美食,81357973482,专注优质原创视频内容，欢迎订阅。,True,2019-01-22 17:59:57,selected
爆笑小品《我的路》，沈腾想当演员：来钱快好掌握，挤眉弄眼就行hp,爆笑小品《我的路》，沈腾想当演员：来钱快好掌握，挤眉弄眼就行,"我的路,挤眉弄眼,沈腾,演员,小品",276305,401,0,2019-01-02 13:37:28,http://m.toutiao.com/a6641769418017735176/?iid=1234876543&app=news_article&is_hit_share_recommend=0,吉林卫视官方号,62121706627,情动中国吉林卫视，吉林卫视头条官方账号,True,2019-01-22 17:59:57,selected
社保不单单是我们基本生活的保障，甚至在一些地区买房买车落户都离不开社保，可见社保一旦断缴对于个人来说会有很大的影响。时至2019年，今年的社保政策又有了新变化，且一同来看看今年应该如何进行社保的补缴。,2019年社保断缴要如何补缴？,"中华人民共和国社会保险法,补缴,自由职业,社保,社会保险费,滞纳金",19624,112,0,2019-01-16 17:37:54,http://m.toutiao.com/a6647026570282140167/?iid=1234876543&app=news_article&is_hit_share_recommend=0,至诚财经门户网,6801690575,至诚财经门户网为用户提供国内外财经新闻资讯平台。,False,2019-01-22 17:59:57,selected
红烧肉做的好，再肥也不会吃腻，反而可以因为它的肉味鲜美而一口一块儿吃的甚欢。但要做出色泽红亮、肥而不腻、入口即化的红烧肉，还是需要厨艺及经验的。,做红烧肉，要想色泽红亮肥而不腻，这些小窍门一定要知道,"做红烧肉,五花肉,冰糖,焦糖色,炒糖色",57982,1652,0,2018-12-26 21:10:34,http://m.toutiao.com/a6639284141982482957/?iid=1234876543&app=news_article&is_hit_share_recommend=0,静默成诗,5964562210,自媒体美食专栏作者，美食撰稿人，只做美食原创。,True,2019-01-22 17:59:57,selected
孩子太高要补票？ 你看看这头发去掉 就没超！,孩子太高要补票？你看看这头发去掉 就没超！,补票,558614,513,0,2019-01-21 17:09:00,http://m.toutiao.com/a6648874548181598727/?iid=1234876543&app=news_article&is_hit_share_recommend=0,双双视界,74423671034,双双每天见，各种有趣有料的视频，希望大家喜欢！,True,2019-01-22 17:59:57,selected
2019年1月21日，省部级主要领导干部坚持底线思维着力防范化解重大风险专题研讨班在中央党校开班。	习近平在讲话中提到“需要有充沛顽强的斗争精神”、“既要打好防范和抵御风险的有准备之战，也要打好化险为夷、转危为机的战略主动战”，并作出一系列部署。,如何打好防范化解重大风险之战，习近平这样部署,"斗争精神,防范化解,习近平,领导干部,省部级",174558,913,0,2019-01-22 16:23:34,http://m.toutiao.com/a6649233923232498180/?iid=1234876543&app=news_article&is_hit_share_recommend=0,央视网新闻,50025817786,央视网原创内容，包含热点解析，精彩图片，说新闻等。,True,2019-01-22 18:00:01,selected
京津冀协同发展战略自2014年开始实施，已经5年了。京津冀三地发生了哪些变化？未来又会给大家带来怎样的惊喜？1月16日至18日，习近平在京津冀考察调研透露了京津冀协同发展重要信号。让我们跟随“习近平的足迹”一探究竟。,习近平的足迹丨京津冀联手共绘新蓝图,"李永升,习近平,中国新华新闻电视网,足迹,京津冀",184906,1055,0,2019-01-21 20:09:33,http://m.toutiao.com/group/6648921074199167495/?iid=1234876543&app=news_article&is_hit_share_recommend=0,新华社客户端,3564799576,新华社客户端依托国家通讯社遍布全球的新闻信息采集网络，全天候发布一手新闻资讯。,True,2019-01-22 18:00:01,selected
